城市,岗位,薪酬,技能,工作经验,学历,职位类型,人数,公司名称,公司类型,公司规模,公司行业,地址,职位更新日期
北京,算法工程师（博士毕业）,2.1-4万,"['深度学习', '图像算法']",1-3年,博士,全职,1,建龙集团,民营,10000人以上,钢铁/有色金属冶炼及加工,北京·丰台·看丹,2025/2/6
北京,解决方案销售工程师,1.2-2万,"['KA大客户', '企业客户', '区域销售', '面销/陌拜', '渠道销售', '解决方案']",3-5年,本科,全职,1,深圳鲲云信息科技有限公司,民营,100-299人,人工智能,北京·海淀·花园路,2025/1/8
北京,单片机设计工程师,1.8-3万,"['单片机', '机械臂', '机器人']",3-5年,本科,全职,2,北京中科博联科技集团股份有限公司,股份制企业,100-299人,专用设备制造,北京·海淀·中关村,2025/3/23
北京,行业模型训练工程师-实习岗,面议,['大模型算法'],无经验,本科,实习,4,中软国际,上市公司,10000人以上,计算机软件,北京·昌平·北七家,2024/10/25
北京,机器人渠道销售经理,1-2万,,经验不限,大专,全职,1,安利智科技,民营,20-99人,人工智能,北京·通州·马驹桥,2025/3/24
北京,销售精英,5000-10000元,"['企业客户', '政府客户', '院校客户', '面销/陌拜', '电话销售', '网络销售']",经验不限,大专,全职,1,小哆智能科技(北京)有限公司,事业单位,20-99人,IT服务,北京·海淀·马连洼,2025/3/3
北京,nlp算法工程师,1.5-2.5万·13薪,"['Python', 'Java']",3-5年,本科,全职,1,亚信科技(中国)有限公司,民营,10000人以上,通信/网络设备,北京·海淀·马连洼,2025/2/10
北京,商家大模型应用和智能体技术,面议,,1-3年,硕士,全职,3,北京三快在线科技有限公司,上市公司,1000-9999人,互联网,北京·朝阳·望京,2025/4/1
北京,大模型研发工程师,1.5-3万,"['视觉图像算法', '自然语言处理', '语音算法', '视频算法', 'PyTorch', 'Attention', '智慧金融', '智能机器人', '数字政府', 'Python']",1-3年,硕士,全职,1,中译语通,股份制企业,500-999人,互联网,北京·石景山·古城,2024/12/2
北京,校企合作总监(专业共建、产教融合、产业学院，Base北京),1.2-1.5万,"['KA大客户', '院校客户', '产业学院', '产教融合']",5-10年,本科,全职,2,软通迅腾(河北雄安)数据技术有限公司,合资,1000-9999人,学校/学历教育,北京·海淀·马连洼,2025/4/1
北京,算法工程师,2-3.5万,"['深度学习', '机器学习', '多模态算法']",5-10年,本科,全职,2,新恒基集团,上市公司,1000-9999人,房地产开发,北京·朝阳,2025/3/3
北京,AI研发工程师（数据分析与智能体方向）,1.2-1.3万,,无经验,硕士,全职,1,金航数码科技有限责任公司,国企,1000-9999人,IT服务,北京·朝阳·左家庄,2025/4/1
北京,算法工程师,2-3万,,5-10年,本科,全职,1,零氪信息技术(北京)有限公司,民营,500-999人,互联网,北京·海淀·海淀街道,2025/3/19
北京,运筹算法专家,面议,"['运筹优化', '机器学习', '朴素贝叶斯', 'Python', '随机森林', '线性回归']",5-10年,硕士,全职,1,神思电子,上市公司,500-999人,人工智能,北京·海淀·花园路,2025/2/11
北京,AI高级算法工程师(J10620),4-6万,"['大模型算法', 'BERT', 'GPT', '知识图谱', 'PyTorch', 'TensorFlow', 'Python', 'C++', 'AI医疗大健康大模型']",5-10年,本科,全职,5,南威软件股份有限公司,民营,1000-9999人,计算机软件,北京·丰台·看丹,2025/3/29
北京,高级机械工程师,2-4万,"['医疗器械研发', 'CAD', 'ProE', 'Solidworks', 'ANSA', '医疗器械生产', '机械设计', '机电一体化']",3-5年,硕士,全职,2,北京大艾机器人科技有限公司,民营,20-99人,医疗设备/器械,北京·通州·马驹桥,2025/2/27
北京,高级研究员,3.5-7万,"['机器学习', '深度学习', '大模型算法']",1-3年,博士,全职,4,英视睿达,股份制企业,500-999人,IT服务,北京·丰台·看丹,2025/3/3
北京,医疗AI高级算法经理,2.5-3万,['大模型算法'],3-5年,硕士,全职,1,北京第一生物化学药业有限公司,民营,100-299人,医药制造,北京·朝阳·呼家楼,2025/2/27
北京,大模型应用实习生,150-200元/天,,无经验,本科,实习,2,北京产权交易所有限公司,国企,100-299人,证券/期货,北京·西城·金融街,2024/6/17
北京,强化学习算法工程师,3-6万·15薪,['搜索算法'],3-5年,硕士,全职,2,苏州人瑞普惠人力资源服务有限公司,上市公司,500-999人,互联网,北京·朝阳·望京,2025/3/27
北京,大区销售总监,1.5-2.5万,"['渠道销售', '区域销售', '代理商销售']",3-5年,本科,全职,5,北京新质产融科技发展有限公司,民营,20人以下,人工智能,北京·朝阳·亚运村,2024/11/22
北京,高级研究员（行业应用）,2.5-5万,['生态环境'],经验不限,博士,全职,1,英视睿达,股份制企业,500-999人,IT服务,北京·丰台·看丹,2025/3/3
北京,多模态算法工程师,1.5-2万,"['多模态算法', '大模型算法', '图像算法']",无经验,硕士,全职,1,北京金控数据技术股份有限公司,股份制企业,100-299人,环保,北京·丰台·看丹,2025/3/12
北京,算法工程师,2-2.8万·14薪,"['机器学习', '多模态算法', '大模型算法', 'Python', 'C++', 'Java']",5-10年,硕士,全职,1,同方知网（北京）技术有限公司,民营,1000-9999人,IT服务,北京·海淀,2025/2/20
北京,cv算法工程师,面议,"['深度学习', '图像算法', 'OpenCV']",经验不限,本科,全职,5,中软国际,上市公司,10000人以上,计算机软件,北京·海淀·北太平庄,2025/2/19
北京,AI算法研究科研岗,2-3万,,经验不限,博士,全职,1,中国科学院微电子研究所,事业单位,1000-9999人,电子/半导体/集成电路,北京·朝阳·亚运村,2025/3/14
北京,全栈工程师,1.5-2.5万,"['前端开发', '后端开发', 'Vue', 'JavaScript', 'Java', 'MySQL']",5-10年,本科,全职,1,北京博数智源人工智能科技有限公司,民营,20-99人,计算机软件,北京·东城·东四,2025/3/27
北京,销售经理,1-1.8万,"['KA大客户', '企业客户', '区域销售']",3-5年,本科,全职,1,森丽康科技(北京)有限公司,民营,20人以下,人工智能,北京·丰台·看丹,2025/3/27
北京,深度学习算法工程师-吉妮实验室,1.3-2.6万,"['Python', 'C++', '深度学习算法', 'PyTorch', 'TensorFlow', 'SAC', 'Transformer', 'DQN', 'pytorch']",经验不限,硕士,全职,1,北京脑科学与类脑研究所,事业单位,300-499人,学术/科研,北京·昌平·史各庄,2025/2/2
北京,图像算法工程师（医疗影像方向）,1.5-3万,"['图像识别产品', '机器人', 'Open3D']",3-5年,本科,全职,1,哈尔滨思哲睿智能医疗设备股份有限公司,股份制企业,500-999人,医疗设备/器械,北京·朝阳·南磨房,2025/2/24
北京,大模型及AI应用工程师,2-4万,"['深度学习', '大模型算法']",3-5年,硕士,全职,2,新兴际华(北京)智能装备技术研究院有限公司,国企,100-299人,人工智能,北京·朝阳·呼家楼,2025/2/21
北京,智能算法工程师（数字孪生）,面议,,3-5年,硕士,全职,1,中讯邮电咨询设计院有限公司,国企,1000-9999人,通信/网络设备,北京·海淀·甘家口,2024/9/30
北京,大模型数据工程师,1.8-3.5万,"['大模型算法', '数据处理过程管理']",经验不限,硕士,全职,1,航天科工(北京)空间信息应用股份有限公司,国企,100-299人,计算机软件,北京·丰台·看丹,2025/2/20
北京,算法资深工程师（评估数据研究部）,3-3.5万,"['Python', 'Java', 'C++']",5-10年,博士,全职,1,北京(海淀)大数据先进技术研究院(北京大数据先进技术研究院),事业单位,100-299人,云计算/大数据,北京·海淀·四季青,2025/2/18
北京,法务专员,8000-10000元,"['合同事务', '律师执业证']",3-5年,本科,全职,1,山东龙翼航空科技有限公司,外商独资,20-99人,人工智能,北京·朝阳·麦子店,2025/2/27
北京,算法工程师,1.4-2.2万,"['机器学习', '图像算法', 'Python', 'PyTorch', '机器视觉', '线性回归']",1-3年,本科,全职,2,北京今大禹环境技术股份有限公司,股份制企业,100-299人,环保,北京·海淀,2024/12/23
北京,算法工程师,1.5-3万,,无经验,博士,全职,1,中国科学院微电子研究所,事业单位,1000-9999人,电子/半导体/集成电路,北京·朝阳·亚运村,2024/6/17
北京,生物传感器算法工程师,1.5-3万,"['PyTorch', '智慧医疗', 'C++', '算法开发', '信号处理', '嵌入式设备', '人工智能算法', '数字信号处理']",3-5年,本科,全职,1,德莱森(北京)医疗科技有限公司,股份制企业,20-99人,医疗设备/器械,北京·通州·博兴,2025/2/5
北京,智能机器人售前高级工程师,2-4万,,5-10年,本科,全职,1,新兴际华(北京)智能装备技术研究院有限公司,国企,100-299人,人工智能,北京·朝阳·呼家楼,2025/3/31
北京,计算机视觉研究员,2-3万,,经验不限,博士,全职,1,中国科学院微电子研究所,事业单位,1000-9999人,电子/半导体/集成电路,北京·朝阳·亚运村,2025/3/14
北京,大模型开发工程师（医疗健康领域优先）,1.5-2.5万,"['深度学习', '大模型算法', '多模态算法', 'VLMo', 'GPT', 'BERT', 'Transformer', 'RCNN', '自然语言处理', '知识图谱', 'PyTorch', 'TensorFlow', 'Python', 'Java']",1-3年,本科,全职,1,北京爱医博通信息技术有限公司,民营,20-99人,计算机软件,北京·大兴·荣华街道,2025/3/6
北京,区域经理-高校方向,8000-16000元,"['全国', '院校客户', '教育设备', '代理商销售', '电话销售', '网络销售', 'AI智能教具', '高校实训室', '工科高校客户', '高校工科专业实训室']",1-3年,大专,全职,1,博创尚和,民营,20-99人,人工智能,北京·朝阳·大屯,2025/4/1
北京,AI专家（5名）,3-5万,"['图像算法', '大模型算法', '多模态算法', 'ALIGN', 'BLIP', 'VLMo', 'XLNet', 'GPT', 'RoBERTa', 'GoogLeNet', 'ViT', 'VGGNet', 'PyTorch', 'TensorFlow', 'OpenCV', 'Python', 'Java', 'C++']",10年以上,硕士,全职,1,紫金汇缘实业有限公司,股份制企业,100-299人,房地产开发,北京·丰台·看丹,2025/3/24
北京,3D激光算法工程师（高级）,2-4万·14薪,"['深度学习', '图像算法', 'C++', 'SLAM', 'PCL', '3D激光']",3-5年,硕士,全职,1,上海舜动科技有限公司,民营,20-99人,人工智能,北京·顺义,2025/3/1
北京,售前技术支持,6000-10000元,['网络通信设备'],经验不限,本科,全职,1,北京商海文天科技发展有限公司,民营,100-299人,人工智能,北京·丰台·看丹,2025/2/13
北京,预测算法专家,面议,,1-3年,硕士,全职,1,北京三快在线科技有限公司,上市公司,1000-9999人,互联网,北京·朝阳·呼家楼,2025/4/1
北京,算法工程师,1.2-2.4万,"['深度学习', '大模型算法', 'PyTorch', 'TensorFlow', 'Python', 'Java', 'GPT', 'XLNet', 'Transformer', 'DNN', '知识图谱', '多模态算法', 'ALIGN', 'BLIP']",无经验,硕士,全职,1,正元地理信息集团股份有限公司,上市公司,1000-9999人,IT服务,北京·顺义·李桥,2025/3/17
北京,产品总监,2.5-5万,"['AI产品', 'NLP产品', '大模型产品', '元宇宙']",5-10年,硕士,全职,1,北京华心维联网络科技有限公司,民营,500-999人,互联网,北京·朝阳·高碑店,2024/7/26
北京,机械研发助理,8000-13000元·13薪,"['研发', '设计', '安装/调试', '结构设计', '制图设计', '工艺设计', '非标设备', '钣金工艺', '注塑工艺', '装配工艺', 'SolidWorks', 'AutoCAD']",1-3年,本科,全职,2,江苏虹湾威鹏信息技术有限公司,合资,20-99人,人工智能,北京·海淀·清河,2025/3/25
北京,ai高级算法工程师,2-3万,"['AI算法', '运动控制算法', '机器视觉', '智能驾驶', '导航算法', 'SVM、随机森林、GBDT', '时序NN、LSTM、ARIMA', 'C++', 'C语言', 'Java', '振动信号分析', '机器人AI、运动控制、智能驾驶', '', '', '']",5-10年,硕士,全职,2,中安吉泰机器人,民营,100-299人,电力/水利/热力/燃气,北京·海淀·上地,2025/4/1
北京,博士后-智能科技/机器人,1.8-3万,"['机器视觉', '自然语言处理', '研究员', '矿山机械', '工程机械', '机器学习', '智能机器人']",经验不限,博士,全职,2,北京中科博联科技集团股份有限公司,股份制企业,100-299人,专用设备制造,北京·海淀·中关村,2025/3/14
北京,AI大模型应用开发经理,1.3-2.5万,,1-3年,本科,全职,1,协合运维,股份制企业,1000-9999人,电力/水利/热力/燃气,北京·丰台·看丹,2025/3/27
北京,大语言模型实习生,150-200元/天,,无经验,本科,实习,1,北京产权交易所有限公司,国企,100-299人,证券/期货,北京·西城·金融街,2025/1/13
北京,web全栈工程师,1-1.8万,"['Python', 'Java', '前端开发', '后端开发', 'Vue', 'MySQL', 'Redis', 'JavaScript']",经验不限,本科,全职,1,北京博凯森生物科技有限公司,民营,20人以下,科学技术推广,北京·海淀·北下关,2024/7/2
北京,AI全液冷智算产品线售前工程师,1.5-2.5万,"['高性能智算硬件', 'GPU服务器/工作站', 'AI服务器', 'B端售前解决方案经验', 'GPU计算解决方案经验']",5-10年,本科,全职,1,北京华弘数科技术有限公司,民营,20-99人,计算机硬件,北京·海淀·上地,2025/3/1
北京,区域销售经理（京津区）,1.5-3万·13薪,"['软件行业', '硬件行业', '面销', '渠道销售', '企业客户', '全国', '较多出差']",3-5年,本科,全职,3,青岛海石商用科技股份有限公司,股份制企业,500-999人,计算机硬件,北京·西城·展览路,2025/2/10
北京,控制算法工程师,2-4万,"['C++', 'Shell', 'SQL', '运动控制算法', 'ADAS开发', 'ROS']",3-5年,硕士,全职,2,中铁十九局集团矿业投资有限公司北京信息技术分公司,国企,100-299人,计算机软件,北京·通州·马驹桥,2025/3/27
北京,ai算法工程师,2-3万·16薪,"['机器学习', '深度学习', 'Transformer', '自然语言处理', '知识图谱', 'TensorFlow', 'Python']",3-5年,硕士,全职,1,国新健康保障服务集团股份有限公司北京分公司,国企,1000-9999人,卫生服务,北京·朝阳·香河园,2025/2/27
北京,NLP大模型算法专家(J10715),5-7万,"['PyTorch', 'TensorFlow', 'BERT', '智能客服', '自动问答', 'C++', 'Python', '慢病健康管理', 'NIP大模型']",5-10年,博士,全职,3,南威软件股份有限公司,民营,1000-9999人,计算机软件,北京·丰台·看丹,2025/3/25
北京,技术总监（java技术合伙人）,1.5-2.2万·13薪,"['Java', 'JavaScript', 'HTML', 'CSS', 'SpringCloud', 'SpringBoot']",5-10年,硕士,全职,2,北京微感智测科技有限公司,民营,20-99人,智能硬件,北京·大兴·荣华街道,2025/3/26
北京,强化学习工程师,1.3-2.6万,"['TensorFlow', 'PyTorch', 'Python', 'Transformer', 'PPO', 'SAC']",经验不限,硕士,全职,1,北京脑科学与类脑研究所,事业单位,300-499人,学术/科研,北京·昌平·史各庄,2024/12/13
北京,渠道经理-高校/院校方向,8000-12000元,"['高校/院校渠道', '实训室教育设备', '高校实训室', '机器人教具', '渠道拓展', 'AI智能教具']",3-5年,本科,全职,1,博创尚和,民营,20-99人,人工智能,北京·朝阳·大屯,2025/4/1
北京,市场销售专员,4000-8000元,"['KA大客户', '企业客户', '院校客户', '渠道销售', '面销/陌拜', '网络销售', 'AIGC']",1-3年,本科,兼职/临时,5,北京中天智星人工智能科技有限公司,民营,20-99人,人工智能,北京·朝阳·呼家楼,2025/3/4
北京,AI大模型性能优化工程师(A77684),2-3万·14薪,"['大模型算法', 'TensorFlow', 'PyTorch']",3-5年,硕士,全职,1,北京城建智控科技股份有限公司,国企,500-999人,IT服务,北京·东城·永定门外,2025/2/26
北京,行业项目经理（智慧城市）,1.5-2万,"['系统集成', '智能化', '安防监控项目', 'AI项目', 'PMP', '信息系统项目管理师', '系统集成项目管理工程师', '熟悉轨道交通领域项目管理特点', '有基于人工智能的系统集成经验']",3-5年,本科,全职,1,北京久译科技有限公司,民营,20-99人,IT服务,北京·丰台·看丹,2025/4/1
北京,AI中心-AI算法工程师（网络智能化）(J10179),1.5-3万·13薪,['深度学习'],1-3年,硕士,全职,999,中国移动研究院,国企,1000-9999人,运营商/增值服务,北京·西城·广安门内,2025/2/20
北京,算法工程师,1-1.8万,"['深度学习', '机器学习']",经验不限,硕士,全职,1,明朝万达,民营,500-999人,网络/信息安全,北京·海淀·八里庄,2025/1/7
